i,j,snp,true_weight,B_hat,p_val,q_val,detected,edge
19,8,17,-0.397123906072296,-0.5626655471090933,0.0026870881311733346,0.7168717760835697,False,"(19,8)"
17,13,18,-0.474464538304906,-0.4006935179903533,0.005970292469675444,0.7296406661547277,False,"(17,13)"
18,5,12,0.361445433030245,0.4831911615760149,0.18487906146045904,0.9327221140485742,False,"(18,5)"
3,9,14,0.309957709720622,0.4577707589998162,0.004463788234071915,0.7168717760835697,False,"(3,9)"
10,17,8,-0.301530384660177,-0.15574264807082033,0.03324401718712823,0.8473514992757766,False,"(10,17)"
10,16,18,0.393559489284955,0.4042051126233251,0.043386802539948,0.8473514992757766,False,"(10,16)"
