snp,i,j,B_hat,SE,t_stat,p_val,q_val
1,3,5,0.03370393049705557,0.09880985795105132,0.3410988659998966,0.7468955223751226,0.996297741304507
1,3,6,0.1636977773482085,0.1706234716730646,0.9594094865266487,0.38141478344810603,0.9787437974965071
1,3,7,0.08319829941673342,0.15874185175230238,0.5241106771642696,0.6225961893322425,0.996297741304507
1,3,8,0.14557566322258395,0.17048405088415852,0.8538960827523193,0.43215909366361965,0.9787437974965071
1,3,9,0.04221168617567714,0.21585708578623888,0.19555385926632676,0.8526580813747063,0.9970118974932134
1,3,10,0.29042205273288874,0.20977729659746605,1.3844303337018615,0.22482778263875078,0.9497866821310842
1,3,11,-0.10244313105033216,0.14538191983159596,-0.7046483577070185,0.5124877147072413,0.9870199575036301
1,3,12,0.048485080266712936,0.1352731660238692,0.35842348997582585,0.734662630356688,0.996297741304507
1,3,13,0.08425645003986267,0.12564995867236153,0.6705648846164363,0.5505037946256064,0.9921578326135176
1,3,14,-0.118960458160869,0.09233308635107283,-1.2883838595762307,0.25400741788930725,0.9659348365379999
1,3,15,-0.08749892697503764,0.09883072913220398,-0.8853413077334141,0.4165127236541339,0.9787437974965071
1,3,16,0.2689360856028574,0.07986560062006852,3.3673582056792566,0.01994709127836336,0.8394596075808679
1,3,17,-0.18324665998670345,0.12468754203940696,-1.4696469028743824,0.21559682538552405,0.9425722664941841
1,3,18,0.15288275745513719,0.11126706267131188,1.374016297216239,0.24140236088825515,0.9655449183178495
1,3,19,-0.18830542967244474,0.18978725554760106,-0.9921921739588206,0.37726616141840597,0.9787437974965071
1,3,20,-0.11962893942636318,0.13270795707492697,-0.9014451134826768,0.40867239585907483,0.9787437974965071
1,4,1,0.08876292111441879,0.07705080865445922,1.1520050556682864,0.2931444829098261,0.9723653007063686
1,4,2,-0.058453190148771976,0.11666739750698721,-0.5010242055392569,0.6376273563347086,0.996297741304507
1,4,3,-0.03415616255662279,0.09073999396661918,-0.37641795048841986,0.7220505578846272,0.996297741304507
1,4,5,-0.15901468725216075,0.12891079777017367,-1.2335249645605617,0.2635073236232307,0.9659348365379999
1,4,6,0.008770823975605826,0.11556133408487518,0.07589756595478647,0.941968017689827,0.9976607232147003
1,4,7,0.11238993044601266,0.06095246685548914,1.8438946976605814,0.12452238238029799,0.9278138295002595
1,4,8,0.14701871428575294,0.141446556450527,1.0393940861765376,0.33868162377000155,0.977783785791819
1,4,9,0.10095582487485301,0.06162487184280309,1.6382318024245106,0.1524865695459882,0.9327221140485742
1,4,10,0.11849497103090556,0.07577545869573508,1.5637644835003963,0.17863942020344503,0.9327221140485742
1,4,11,-0.0916568517247524,0.09037491894916669,-1.0141846077371595,0.3570294534283899,0.9787437974965071
1,4,12,0.11636381297276142,0.06704361317128571,1.7356435231755012,0.13331088633061366,0.9327221140485742
1,4,13,0.07508375321465925,0.06494231256083736,1.1561607564123206,0.3119669243432585,0.9724973851553588
1,4,14,-0.10882096802885025,0.06703521557826653,-1.6233403158101831,0.15564288504340693,0.9327221140485742
1,4,15,-0.060515498807773675,0.10066523515874669,-0.6011558877475527,0.5697349891361629,0.9921578326135176
1,4,16,-0.06631260154245171,0.06891810766830339,-0.9621941719677802,0.3801430560790323,0.9787437974965071
1,4,17,-0.15734956926420968,0.10829510787369336,-1.4529702435522434,0.2059629092033749,0.9327221140485742
1,4,18,0.0345534938469871,0.14221442219867683,0.2429675789032993,0.8199812469918984,0.996297741304507
1,4,19,-0.2671983463874535,0.1015692113170916,-2.6307021874045002,0.04649390538071945,0.8473514992757766
1,4,20,-0.20724248931979725,0.10011079115876258,-2.070131370643827,0.0932240618251385,0.9122920172343513
1,5,1,0.04651821244240323,0.14715277498110535,0.31612188385886786,0.762618147974157,0.996297741304507
1,5,2,-0.11785273252391183,0.21803036484481136,-0.5405335747947584,0.6120283016783931,0.996297741304507
1,5,3,-0.1028997188399095,0.15506724316768064,-0.6635812744022036,0.5363256442338666,0.9909681566538422
1,5,4,-0.024462501793035857,0.13830794863314125,-0.17686981865189272,0.8654300262696395,0.9970118974932134
1,5,6,-0.13610900757717875,0.09538815418307245,-1.4268963346803676,0.2129550141695661,0.9387808049238413
1,5,7,0.02526888242170948,0.0519471532606367,0.4864344017936919,0.6472299816973746,0.996297741304507
1,5,8,0.08248045061299819,0.13758953582673897,0.5994674676151468,0.5707887600411873,0.9921578326135176
1,5,9,-0.036017557397204754,0.10082448362399361,-0.35723026890143456,0.7331482479927551,0.996297741304507
1,5,10,0.08857071503237982,0.14748474445066204,0.6005415364258828,0.5743266089206555,0.9921578326135176
1,5,11,-0.0022437223086711196,0.08118641502393911,-0.027636671824736753,0.9790210735644037,0.9999842973802364
1,5,12,-0.020228153359927475,0.06257444834184078,-0.32326538859917575,0.7574639401275882,0.996297741304507
1,5,13,0.09367787501386958,0.11043133167315686,0.8482907304810857,0.44405662109195065,0.9809403935722025
1,5,14,-0.12040438018805759,0.07803462404255619,-1.5429609825614343,0.17378358566557142,0.9327221140485742
1,5,15,0.016199777817155744,0.07892590172990192,0.2052529963153152,0.8441608478809405,0.9970118974932134
1,5,16,-0.07828822565520803,0.06035617655069062,-1.297103794972167,0.25122014744321886,0.9659348365379999
1,5,17,-0.1064817479702081,0.14055341231833465,-0.7575892055063281,0.4828524428680216,0.9853788426768277
1,5,18,0.1102721300258463,0.06300386154850583,1.750243990032246,0.1549720417386711,0.9327221140485742
1,5,19,0.003515636508617189,0.05595573541808735,0.06282888576633651,0.9523370929255641,0.9979015067966054
1,5,20,-0.036462432191418016,0.19281774130606794,-0.18910309779716025,0.8574484692126879,0.9970118974932134
1,6,1,0.10151278110692209,0.10319242073439112,0.9837232267980609,0.3632409637315101,0.9787437974965071
1,6,2,-0.031134251885206573,0.10469898591231513,-0.29736918283987945,0.7781431847832116,0.996297741304507
1,6,3,-0.10192060491405683,0.06288293704110776,-1.620799054691237,0.16598684017775195,0.9327221140485742
1,6,4,0.031372045517362536,0.12049670642137551,0.26035604166137555,0.8032937250835913,0.996297741304507
1,6,5,-0.038242263250150406,0.06185685322662592,-0.6182380973927559,0.5591401238435765,0.9921578326135176
1,6,7,0.06181056688950367,0.08098136918141774,0.7632689779580024,0.47974709532707127,0.9853788426768277
1,6,8,0.018890719419802717,0.12234846682838944,0.15440094926686043,0.8823563316862684,0.9970118974932134
1,6,9,0.05406949620229784,0.05572491524625054,0.9702930181659742,0.3693729060079997,0.9787437974965071
1,6,10,-0.0924533448466268,0.12679356453639662,-0.7291643324638808,0.4986096011026554,0.9870199575036301
1,6,11,-0.11861934261815939,0.02791081745935306,-4.249941542796321,0.008092259604242456,0.7296406661547277
1,6,12,0.04621426905041964,0.10238156478521061,0.45139248600978665,0.6675631671399976,0.996297741304507
1,6,13,0.11787028978425866,0.01718498984150773,6.858909482314735,0.002365721032733423,0.7168717760835697
1,6,14,-0.15165210595566195,0.05573405182019031,-2.720995531460772,0.034597014336239754,0.8473514992757766
1,6,15,-0.03842544054475715,0.07520341251800274,-0.5109534163100329,0.6276342331899554,0.996297741304507
1,6,16,0.08829247478351664,0.09818717066151253,0.8992261839074088,0.4097457758529584,0.9787437974965071
1,6,17,0.07990035265265755,0.06233711738275941,1.2817460287869176,0.25614815401927377,0.9659348365379999
1,6,18,-0.07327820448590312,0.07017949392471187,-1.044154073887614,0.3553604436699219,0.9787437974965071
1,6,19,0.019562658874141825,0.08045415032121181,0.24315288640542584,0.8175474225143425,0.996297741304507
1,6,20,-0.09229270387307428,0.11053288636776291,-0.8349795875696647,0.4417863978713154,0.9809403935722025
1,7,1,-0.07081626368923875,0.10546733868396209,-0.671452077697453,0.5317001256905053,0.9909681566538422
1,7,2,-0.03773824085883109,0.08394115497905481,-0.44957971888518855,0.6762990029369749,0.996297741304507
1,7,3,-0.10732076669588596,0.06517808563706874,-1.6465774599737986,0.16056257224690737,0.9327221140485742
1,7,4,-0.12856742467951668,0.0674359795554671,-1.9065108199675744,0.1148994103569286,0.9266880947092055
1,7,5,-0.029763021807159954,0.15263612506629395,-0.19499330053116903,0.8530740747530964,0.9970118974932134
1,7,6,-0.1067164761902195,0.12844514382282488,-0.8308330935157161,0.44391828210719925,0.9809403935722025
1,7,8,-0.03513459321194293,0.09643680228718234,-0.3643276464824096,0.7305137718448201,0.996297741304507
1,7,9,0.11741187546021213,0.09161009047612713,1.2816478495840706,0.2561799410691534,0.9659348365379999
1,7,10,0.08030006352707447,0.11708316482913822,0.6858378285518,0.5233153054362896,0.9900419620498572
1,7,11,-0.02671868376676453,0.1419515479463956,-0.1882239690451698,0.8581018618411634,0.9970118974932134
1,7,12,-0.13247069650416915,0.11574764106629348,-1.1444785853316284,0.3042383487565194,0.9723653007063686
1,7,13,0.12199042384029503,0.19406787371363976,0.6285966940600974,0.5742150152568828,0.9921578326135176
1,7,14,-0.0801893636746619,0.061425188798245656,-1.3054801335123722,0.24856922788150507,0.9659348365379999
1,7,15,-0.028549667535792484,0.14495127670773061,-0.19696044204675087,0.8516144888209467,0.9970118974932134
1,7,16,0.17152217358679694,0.11670943049401707,1.4696513628701162,0.20160533649483847,0.9327221140485742
1,7,17,-0.211421967094227,0.12469365266171549,-1.6955311082762439,0.16521804017148303,0.9327221140485742
1,7,18,-0.08393987025229088,0.1612496613095094,-0.5205584282788204,0.630160322399319,0.996297741304507
1,7,19,0.08659347220117034,0.0923568202840173,0.9375969412322661,0.40153457024880057,0.9787437974965071
1,7,20,0.10188094409877664,0.06381509533252314,1.596502262768804,0.17126517781933162,0.9327221140485742
1,8,1,-0.11988520663939804,0.09810582695736264,-1.2219988389708885,0.2675338159695547,0.9659348365379999
1,8,2,0.00445638348586933,0.10159539921477395,0.043864028492123106,0.9667106517918413,0.9985051581432447
1,8,3,-0.19383594263541234,0.13855509726152396,-1.398980957504193,0.22069089553196333,0.944676581588624
1,8,4,0.2150191333710596,0.06609007123969092,3.2534256558445755,0.01739148461292909,0.8082207464168117
1,8,5,-0.32526588830471137,0.10692051432835889,-3.042127980256057,0.02274062079258264,0.8413471823780126
1,8,6,0.07084245179530359,0.09217526550813551,0.7685624923779837,0.4713114337730797,0.9844454813806669
1,8,7,-0.14546337631396755,0.2674964293254607,-0.5437955814222839,0.6099417894159359,0.996297741304507
1,8,9,0.010523455776656402,0.1301887443611505,0.08083230104273026,0.9382041529355241,0.9971125104614714
1,8,10,0.04049084510947759,0.07150634249201684,0.5662552956534147,0.5956900866983786,0.996297741304507
1,8,11,-0.32327939933573185,0.058346460091379095,-5.54068573867015,0.002628586399002056,0.7168717760835697
1,8,12,-0.11968467986004866,0.09228277203773427,-1.2969341645893868,0.24229156622100648,0.9655449183178495
1,8,13,0.1375844279250097,0.15045873101454305,0.9144329943258435,0.4122249541971354,0.9787437974965071
1,8,14,-0.011523413931046823,0.14351033589181694,-0.08029675256040981,0.9386125484779002,0.9974070705302072
1,8,15,0.008099236799186157,0.0801285814448049,0.1010780005467099,0.9227816268169929,0.9971125104614714
1,8,16,0.2518825871809454,0.0940445499027244,2.678332635318086,0.043907746839258174,0.8473514992757766
1,8,17,0.01109986329057746,0.08795752520254974,0.12619572077420724,0.9044945184820845,0.9970118974932134
1,8,18,0.2503945961977775,0.20453641471829986,1.2242054625892027,0.28804667258863775,0.9710602551597926
1,8,19,-0.24711364821311416,0.14783087927377034,-1.671596958804587,0.15546654835766024,0.9327221140485742
1,8,20,-0.09277100741455298,0.12177423366697261,-0.7618278893669796,0.48053362732259974,0.9853788426768277
1,9,1,-0.010116218139394112,0.16399362481010976,-0.06168665489921403,0.9528158989667224,0.9979015067966054
1,9,2,-0.12216240186085561,0.09663638637330893,-1.264144971105137,0.26190476297890736,0.9659348365379999
1,9,3,-0.23484723111436376,0.1423237947531601,-1.650091128612907,0.15983698694038487,0.9327221140485742
1,9,4,0.190286696104712,0.09988149995149981,1.9051245345254704,0.10541813785665582,0.9198620674939993
1,9,5,-0.22865448820066553,0.08992938727451152,-2.5426003126225005,0.043926603843395313,0.8473514992757766
1,9,6,-0.0314620003818098,0.15985848809793377,-0.19681157225970067,0.8504723956365722,0.9970118974932134
1,9,7,-0.03632431393855992,0.11765392933808075,-0.30873863833202364,0.769970090665987,0.996297741304507
1,9,8,0.0810970613689254,0.2193045269690719,0.36979200789590894,0.7242386140750044,0.996297741304507
1,9,10,-0.09877285756839087,0.09982034646056641,-0.9895062586906682,0.3678522122197867,0.9787437974965071
1,9,11,0.05924818056091722,0.1757711418058729,0.3370756994115432,0.7497485746773084,0.996297741304507
1,9,12,-0.12990425433772915,0.18790801847615304,-0.6913183130262409,0.5152088750903296,0.9870199575036301
1,9,13,0.3444279605372971,0.04293427891717861,8.022213700006136,0.001310006091197286,0.7168717760835697
1,9,14,-0.09919414258009966,0.10240254710698864,-0.9686687038701727,0.37012002600206967,0.9787437974965071
1,9,15,-0.16736789307263092,0.11329932717696774,-1.4772187729741204,0.1900849023049998,0.9327221140485742
1,9,16,0.027594891007217223,0.06163246710318373,0.4477330261754852,0.673077899069456,0.996297741304507
1,9,17,0.06271476050802455,0.08179172239766475,0.7667617048378524,0.47784465537016846,0.9844454813806669
1,9,18,0.1824598573692691,0.1726672056987016,1.0567140218079316,0.35023715288093105,0.9787437974965071
1,9,19,-0.07370839545141683,0.17324807485552793,-0.425450011565537,0.6881990461670646,0.996297741304507
1,9,20,-0.24466558170736818,0.1619247042752152,-1.5109836562678636,0.19118694917662574,0.9327221140485742
1,10,1,0.008590774470395806,0.06365513953914967,0.13495806516891357,0.8979096486212453,0.9970118974932134
1,10,2,0.20519951046615717,0.11343903020832245,1.8088969033631055,0.1447328008887393,0.9327221140485742
1,10,3,-0.10400096068269762,0.09568542489991252,-1.086904936571022,0.3266762859444422,0.9769219176390858
1,10,4,-0.007136108686080644,0.10575413472572717,-0.06747829486308624,0.94881617848246,0.9977648266713631
1,10,5,-0.2205443407466372,0.13472122207680565,-1.6370423111161065,0.16254814775067683,0.9327221140485742
1,10,6,-0.13209113941842612,0.08038810070577079,-1.6431678103734644,0.16126980687654557,0.9327221140485742
1,10,7,-0.10943783832912933,0.08538711173073185,-1.2816669414110147,0.2561737595091082,0.9659348365379999
1,10,8,-0.16039395877380547,0.1690822483842879,-0.9486150101831836,0.3863770806850125,0.9787437974965071
1,10,9,0.06611518115662626,0.16702252524232533,0.39584589599700354,0.7085453526083738,0.996297741304507
1,10,11,-0.15772621165237907,0.08440380509319262,-1.8687097279128637,0.1206132958427645,0.9272249539364997
1,10,12,-0.09419402514987744,0.07570819625047956,-1.244172095145334,0.2685796930506157,0.9659348365379999
1,10,13,0.1695189902675164,0.09550397504795774,1.77499407936284,0.1739906220180918,0.9327221140485742
1,10,14,0.11184538415364449,0.09398553123412261,1.1900276849405902,0.2874541876714485,0.9710602551597926
1,10,15,-0.05869083036930458,0.1246713572975261,-0.4707643490939874,0.6576308786422743,0.996297741304507
1,10,16,0.01587619127467332,0.14921323417737226,0.10639935098313483,0.9194025923187188,0.9971125104614714
1,10,17,-0.08296042696215719,0.0725518999238262,-1.143463190462492,0.3166306477206924,0.9738435620968914
1,10,18,-0.10475637566724104,0.15022235371098672,-0.6973421270451189,0.523994951977685,0.9900419620498572
1,10,19,0.06201811651039665,0.07075545144287917,0.8765136147790296,0.4302364794690338,0.9787437974965071
1,10,20,-0.05782381848753506,0.1029813501132425,-0.5614979646643603,0.5986920305499785,0.996297741304507
1,11,1,0.1105198159459351,0.17783193919801515,0.6214846244366162,0.5615157451248809,0.9921578326135176
1,11,2,0.2335607767806452,0.07167202461429663,3.258743952529526,0.031117678782391734,0.8473514992757766
1,11,3,0.10147290426888751,0.15296519257284327,0.6633725134553203,0.5364486932498339,0.9909681566538422
1,11,4,0.049002276560519566,0.08517261261529636,0.5753290295470377,0.5899897096320372,0.995321152764369
1,11,5,-0.06928999098167318,0.21656014709351412,-0.3199572585782956,0.7619384664884601,0.996297741304507
1,11,6,-0.025035218928878104,0.23696023018754384,-0.10565156401543901,0.9199665100820595,0.9971125104614714
1,11,7,0.19981926052191462,0.1707095376395713,1.170521947886906,0.2945388149521974,0.9723653007063686
1,11,8,0.20275467287108,0.18847912708594752,1.0757407252716478,0.3311886488705801,0.977783785791819
1,11,9,0.1520263368842736,0.06940982465294307,2.190271156024844,0.08006930695818609,0.8921703470566514
1,11,10,0.1839509676394906,0.11413593351350004,1.6116832094435982,0.16794810504787924,0.9327221140485742
1,11,12,0.2611907652166419,0.18557991985593691,1.4074301002931418,0.21832181847555684,0.9441880781319402
1,11,13,0.2658864795907363,0.13724031895504643,1.9373787645880582,0.14809140077808294,0.9327221140485742
1,11,14,-0.08730193000322331,0.1144316757578301,-0.7629175175867917,0.47993883327437664,0.9853788426768277
1,11,15,-0.262536261874455,0.16413998575170358,-1.5994656065707056,0.1849655456104887,0.9327221140485742
1,11,16,0.05259794121353567,0.15578733243377704,0.33762656046220363,0.7493576588660593,0.996297741304507
1,11,17,-0.25190124633747096,0.1267606873738308,-1.987218999472605,0.11782466929760194,0.9266880947092055
1,11,18,-0.25163556164955053,0.15416929780073327,-1.6322028136442708,0.17797318267464018,0.9327221140485742
1,11,19,-0.1936232769032687,0.2535770546529955,-0.763567812424774,0.4876768803304065,0.9862060941886115
1,11,20,-0.1354596000207646,0.2548124551771435,-0.5316050972707068,0.6177606313723888,0.996297741304507
1,12,1,0.14671958736696106,0.1345390542038323,1.0905352964915613,0.3173242308399808,0.9738435620968914
1,12,2,-0.16185502009072958,0.14355627928286446,-1.1274673660960637,0.3107242533391863,0.9723653007063686
1,12,3,-0.1185058946903763,0.04781029958211236,-2.4786687329655464,0.05593229955845491,0.8785014521379624
1,12,4,0.0540720300126953,0.07909391339843092,0.6836433764457576,0.5197144136190412,0.9886932524417306
1,12,5,-0.039047087340772266,0.10488497570314903,-0.3722848489845972,0.7224760810419559,0.996297741304507
1,12,6,-0.12088876535988292,0.0724772770409685,-1.667954016675894,0.1463695939164741,0.9327221140485742
1,12,7,0.012202303129533347,0.05027576031996228,0.2427074807349188,0.8178738837977617,0.996297741304507
1,12,8,0.157760962172017,0.16956187641665027,0.9304034934328853,0.3880646953964949,0.9787437974965071
1,12,9,0.1229893401134531,0.11923704444580038,1.0314692106304837,0.34960792733733403,0.9787437974965071
1,12,10,0.14479693499586635,0.1545977849438538,0.9366042019781623,0.3919595939446396,0.9787437974965071
1,12,11,-0.022616945217611276,0.11074256748999176,-0.2042299156505562,0.8462265516672958,0.9970118974932134
1,12,13,0.06169431185891006,0.05501637264308437,1.1213809434152824,0.3248945714613112,0.97468787269659
1,12,14,0.1367125405457761,0.08345384907468306,1.6381813668269936,0.15249715529788127,0.9327221140485742
1,12,15,-0.11469376928419087,0.06978765244143643,-1.6434679383834372,0.15139140408760476,0.9327221140485742
1,12,16,0.15720986864471126,0.08901620920595818,1.7660813692841746,0.137640686652917,0.9327221140485742
1,12,17,0.01863181001513743,0.09985081911425103,0.18659646641087635,0.8593118061081365,0.9970118974932134
1,12,18,0.0008644698884342903,0.03507660132988337,0.024645200949761442,0.9815184378442445,0.9999842973802364
1,12,19,-0.20656073028637753,0.1278605154643662,-1.6155161703718377,0.16712067169314226,0.9327221140485742
1,12,20,-0.020406856618566675,0.09040534042902496,-0.2257262294627592,0.8303509114683155,0.996297741304507
1,13,1,-0.2390254656377492,0.19345491192752823,-1.235561626504769,0.28422678154279857,0.9710602551597926
1,13,2,-0.046155218106030106,0.24146957544162267,-0.19114299605416493,0.8606182370355036,0.9970118974932134
1,13,3,-0.022971200724683498,0.14910373652965514,-0.15406187168193944,0.8873414375936259,0.9970118974932134
1,13,4,0.3168249948172986,0.12080516572767055,2.6226113172088206,0.058638543872957916,0.8850734759513756
1,13,5,0.06232721246720573,0.13806351906216685,0.45143867757484707,0.6750670526953128,0.996297741304507
1,13,6,-0.08125071054605197,0.0713143134453838,-1.1393324371991416,0.3181616641296467,0.9738435620968914
1,13,7,-0.13445899836781489,0.12915922902103705,-1.0410328350974718,0.37438092758660985,0.9787437974965071
1,13,8,-0.06793009514862783,0.030586497174707024,-2.220917771603495,0.11294664139075541,0.9266880947092055
1,13,9,-0.1367352113721238,0.12704031682778105,-1.0763135261730263,0.342374109252819,0.977783785791819
1,13,10,-0.15669737817014842,0.22844000452967916,-0.6859454345226306,0.5420041039922658,0.9909681566538422
1,13,11,0.08290453233648538,0.10823360073858107,0.7659777718747479,0.4994415232639466,0.9870199575036301
1,13,12,0.10580958045082806,0.11965925464733501,0.8842573920570574,0.42650644426662565,0.9787437974965071
1,13,14,0.12423944864847347,0.10271327599985755,1.2095753683042512,0.3130651815764585,0.9738435620968914
1,13,15,-0.12611682344869463,0.12409800036941286,-1.0162679742804548,0.36697340188511407,0.9787437974965071
1,13,16,-0.20874008143344197,0.21003134659830996,-0.9938520359614157,0.3935522041551343,0.9787437974965071
1,13,17,-0.035396098347481746,0.17916453250326783,-0.1975619719636116,0.8530211464185178,0.9970118974932134
1,13,18,0.04017374243114387,0.17231785866248076,0.23313742837066645,0.8306562969610027,0.996297741304507
1,13,19,-0.021112624256862618,0.17736369257506088,-0.11903577305038714,0.9161255882209327,0.9970118974932134
1,13,20,-0.14667852768414238,0.15164150446444916,-0.9672716463820262,0.4047579192723447,0.9787437974965071
1,14,1,-0.005464769851332968,0.15106931027783582,-0.03617392467898597,0.972317150410084,0.9998192749453514
1,14,2,0.1109772202505322,0.0970587559885456,1.1434024588413823,0.30464510876109324,0.9723653007063686
1,14,3,-0.10572475887152072,0.1303110888605634,-0.8113258802083829,0.4540518261384157,0.9823636982311391
1,14,4,-0.053985951342063854,0.11085495771764786,-0.4869962738074493,0.6435398898645536,0.996297741304507
1,14,5,-0.2826471782097,0.1674007604201455,-1.688446202386527,0.14229069660647664,0.9327221140485742
1,14,6,-0.2101326492965012,0.10664604213970788,-1.970374568793223,0.10587327422123967,0.9198620674939993
1,14,7,0.300848866107149,0.07619168853589876,3.94857853768986,0.016838074285335593,0.8007238270101881
1,14,8,-0.16808152120973735,0.15445983144027875,-1.088189205189164,0.32616060287325865,0.9762979841814754
1,14,9,0.03387050687182183,0.04192391289073713,0.8079042373570392,0.45584697682528735,0.9823636982311391
1,14,10,-0.21597623399824586,0.12250511333771563,-1.7629977077045835,0.13818858513155136,0.9327221140485742
1,14,11,-0.24215133932828156,0.16475023240059142,-1.469808787510654,0.20156463708312733,0.9327221140485742
1,14,12,-0.0504563156084564,0.15777283448967833,-0.31980356929847453,0.7599600383469357,0.996297741304507
1,14,13,-0.11024728758941102,0.11834673775655033,-0.9315616947149641,0.42028004575195926,0.9787437974965071
1,14,15,-0.06684459452432204,0.1838440725798454,-0.36359396082746775,0.7286288831866823,0.996297741304507
1,14,16,0.05507439751252295,0.17454294699397688,0.31553493544547473,0.7651005080576676,0.996297741304507
1,14,17,0.06848610129487247,0.13487859789277934,0.5077610708024054,0.6383392216917694,0.996297741304507
1,14,18,-0.028369331569501877,0.12678544170875536,-0.22375858921126454,0.8339088443304594,0.996297741304507
1,14,19,0.039006069042078165,0.17094905914641936,0.2281736397767533,0.8285490647467411,0.996297741304507
1,14,20,0.10299469925326443,0.18517351744789604,0.5562064201847263,0.6020417186243261,0.996297741304507
1,15,1,0.058986012551510716,0.15372885753811993,0.38370162567883737,0.7144279587001885,0.996297741304507
1,15,2,-0.10750448734098964,0.09227642962516806,-1.1650265162676292,0.29656252195004856,0.9723653007063686
1,15,3,-0.020627946188788708,0.24922729147506206,-0.08276760569285405,0.9372476794622657,0.9971125104614714
